year,archive,contact,project,type,size,lat,long,obs.exp,treatment,treat.year,tract,site,plot,nbasket,bask.area,foliar.gcm2,nonfoliar.gcm2,total.gcm2,notes
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 200,1,0.1464,162.3155738,25.09562842,187.4112022,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 300,1,0.1976,164.7975709,37.78087045,202.5784413,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 400,1,0.1976,163.5172065,111.1589069,274.6761134,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 100,1,0.1976,132.5885628,5.609817814,138.1983806,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 200,1,0.1464,96.08606557,73.41188525,169.4979508,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 300,1,0.1976,115.9665992,41.56882591,157.5354251,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 400,1,0.1976,166.73583,7.031882591,173.7677126,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 100,1,0.1297,187.9414032,11.5073246,199.4487278,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 300,1,0.1976,153.8841093,13.40334008,167.2874494,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 400,1,0.1976,195.6300607,36.08046559,231.7105263,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 100,1,0.1464,176.1509563,39.65846995,215.8094262,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 200,1,0.1297,159.8650732,15.89822668,175.7632999,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 300,1,0.1297,157.6445644,13.66229761,171.306862,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 400,1,0.1976,158.9068826,11.1082996,170.0151822,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 100,1,0.1297,165.0886662,25.75173477,190.8404009,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 200,1,0.1976,98.59311741,2.54048583,101.1336032,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 300,1,0.1297,224.5990748,60.0925212,284.691596,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 400,1,0.1976,106.1082996,3.767712551,109.8760121,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,345 - 100,1,0.1297,160.2004626,52.33230532,212.5327679,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,345 - 200,1,0.1297,168.6083269,32.02390131,200.6322282,NA
2007,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,345 - 300,1,0.1976,175.5490891,31.91295547,207.4620445,NA
2008,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 100,1,0.1385,135.7725632,33.77978339,169.5523466,NA
2008,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 150,1,0.1385,173.5559567,53.3465704,226.9025271,NA
2008,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 200,1,0.1385,118.5920578,13.33574007,131.9277978,NA
2008,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 50,1,0.1385,172.4476534,28.72202166,201.1696751,NA
2008,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 100,1,0.1385,161.8231047,18.2166065,180.0397112,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 100,1,0.1297,140.5898227,17.41711642,158.0069391,NA
2008,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 150,1,0.1385,182.1913357,104.5559567,286.7472924,NA
2008,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 200,1,0.1385,203.1913357,44.94223827,248.133574,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 200,1,0.1976,140.457996,19.78744939,160.2454453,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 300,1,0.1976,132.8618421,1.75354251,134.6153846,NA
2008,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 50,1,0.1385,195.9783394,35.89530686,231.8736462,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 100,1,0.1297,160.6090979,57.47879722,218.0878951,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 200,1,0.1976,211.3259109,61.14625506,272.472166,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 300,1,0.1976,142.6492915,4.949392713,147.5986842,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 400,1,0.1976,156.4271255,2.05465587,158.4817814,NA
2008,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 100,1,0.1385,171.3357401,98.15162455,269.4873646,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 100,1,0.1976,147.229251,28.26417004,175.4934211,NA
2008,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 150,1,0.1385,279.1191336,55.90252708,335.0216606,NA
2008,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 160,1,0.1385,155.0433213,79.94223827,234.9855596,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 200,1,0.1976,134.5647773,19.46862348,154.0334008,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 300,1,0.1976,91.83704453,10.83248988,102.6695344,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 400,1,0.1976,153.1452429,29.4888664,182.6341093,NA
2008,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 50,1,0.1385,111.4476534,28.1732852,139.6209386,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 100,1,0.1297,142.1241326,46.85813416,188.9822668,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 200,1,0.1464,155.2151639,36.97062842,192.1857923,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 300,1,0.1976,161.0981781,3.208502024,164.3066802,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 100,1,0.1976,127.0394737,15.24797571,142.2874494,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 200,1,0.1464,137.1687158,37.12773224,174.2964481,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 300,1,0.1976,130.0480769,13.16548583,143.2135628,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 400,1,0.1976,181.3663968,35.63259109,216.9989879,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 100,1,0.1297,185.9907479,1.950655359,187.9414032,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 200,1,0.1976,131.8117409,0.17965587,131.9913968,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 300,1,0.1976,176.8066802,130.298583,307.1052632,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 400,1,0.1976,107.5683198,3.803137652,111.3714575,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 100,1,0.1464,162.1721311,18.92418033,181.0963115,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 200,1,0.1297,198.0107941,36.12567463,234.1364688,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 300,1,0.1297,155.9406322,111.4687741,267.4094063,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 400,1,0.1976,163.8461538,13.18066802,177.0268219,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 100,1,0.1297,165.3238242,9.872783346,175.1966076,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 200,1,0.1976,148.1148785,4.863360324,152.9782389,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 300,1,0.1297,222.4248265,56.48804934,278.9128759,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 400,1,0.1976,141.2525304,5.612348178,146.8648785,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,345 - 100,1,0.1297,124.6222051,14.13261372,138.7548188,NA
2008,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,345 - 300,1,0.1976,155.5743927,10.02530364,165.5996964,NA
2009,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 100,1,0.1385,165.0902527,441.4079422,606.4981949,NA
2009,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 150,1,0.1385,171.8411552,54.87364621,226.7148014,NA
2009,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 200,1,0.1385,189.8555957,45.70397112,235.5595668,NA
2009,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 50,1,0.1385,197.3285199,74.4765343,271.8050542,NA
2009,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 100,1,0.1385,166.4981949,159.4223827,325.9205776,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 100,1,0.1297,179.8380879,62.72166538,242.5597533,NA
2009,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 150,1,0.1385,187.3285199,60.32490975,247.6534296,NA
2009,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 200,1,0.1385,182.7797834,92.27436823,275.0541516,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 200,1,0.1976,159.4129555,25.8097166,185.2226721,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 300,1,0.1976,180.0860324,29.93421053,210.0202429,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 400,1,0.1976,121.5334008,NA,NA,NA
2009,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 50,1,0.1385,153.8267148,220.0361011,373.8628159,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 100,1,0.1297,155.0115652,42.71395528,197.7255204,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 200,1,0.1976,204.0991903,32.43927126,236.5384615,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 300,1,0.1976,157.3633603,94.78744939,252.1508097,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 400,1,0.1976,162.5,36.94331984,199.4433198,NA
2009,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 100,1,0.1385,332.3826715,302.2382671,634.6209386,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 100,1,0.1976,167.2823887,51.03744939,218.3198381,NA
2009,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 150,1,0.1385,391.1913357,346.8592058,738.0505415,NA
2009,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 160,1,0.1385,161.4440433,20.93862816,182.3826715,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 200,1,0.1976,135.5516194,71.71052632,207.2621457,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 300,1,0.1976,127.6568826,153.8461538,281.5030364,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 400,1,0.1976,140.2327935,116.4726721,256.7054656,NA
2009,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 50,1,0.1385,182.3104693,59.74729242,242.0577617,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 100,1,0.1297,177.4094063,91.24903624,268.6584426,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 200,1,0.1464,129.3715847,40.06147541,169.4330601,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 300,1,0.1976,162.5,147.5708502,310.0708502,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 400,1,0.1976,117.0293522,77.85931174,194.888664,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 100,1,0.1976,145.7489879,27.4291498,173.1781377,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 200,1,0.1464,143.784153,234.4262295,378.2103825,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 300,1,0.1976,142.1052632,52.98582996,195.0910931,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 400,1,0.1976,182.2368421,91.21963563,273.4564777,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 100,1,0.1297,128.2960678,28.45026985,156.7463377,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 200,1,0.1976,174.645749,42.48481781,217.1305668,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 300,1,0.1976,152.7327935,132.667004,285.3997976,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 400,1,0.1976,137.8795547,41.77631579,179.6558704,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 100,1,0.1464,156.8989071,38.7636612,195.6625683,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 200,1,0.1297,173.5929067,58.59676176,232.1896685,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 300,1,0.1297,231.5728604,36.6229761,268.1958365,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 400,1,0.1976,165.5870445,27.75809717,193.3451417,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 100,1,0.1297,225.3662298,29.10562837,254.4718581,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 200,1,0.1976,181.1234818,13.84109312,194.9645749,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 300,1,0.1297,221.7810332,108.2498072,330.0308404,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 400,1,0.1976,146.2803644,NA,NA,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,345 - 100,1,0.1297,230.3392444,173.1303007,403.4695451,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,345 - 200,1,0.1976,126.6953441,19.25607287,145.951417,NA
2009,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,345 - 300,1,0.1976,141.8016194,46.96356275,188.7651822,NA
2010,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 100,1,0.1385,134.9819495,51.51624549,186.4981949,NA
2010,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 150,1,0.1385,174.2599278,78.98916968,253.2490975,NA
2010,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 200,1,0.1385,181.732852,66.24548736,247.9783394,NA
2010,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 50,1,0.1385,152.2382671,41.94945848,194.1877256,NA
2010,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 100,1,0.1385,142.0577617,75.37906137,217.4368231,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 100,1,0.1297,137.2012336,13.80107941,151.002313,NA
2010,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 150,1,0.1385,143.9711191,119.2779783,263.2490975,NA
2010,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 200,1,0.1385,169.0613718,125.631769,294.6931408,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 200,1,0.1976,136.007085,35.95647773,171.9635628,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 300,1,0.1976,160.3491903,50.05060729,210.3997976,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,225 - 400,1,0.1976,198.3046559,112.7783401,311.082996,NA
2010,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,225 - 50,1,0.1385,156.2815884,108.9891697,265.2707581,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 100,1,0.1297,30.60909792,40.74787972,71.35697764,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 100,1,0.1976,67.51012146,NA,NA,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 200,1,0.1976,121.6852227,71.30566802,192.9908907,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 300,1,0.1976,135.0961538,28.44129555,163.5374494,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,240 - 400,1,0.1976,131.9838057,34.4888664,166.4726721,NA
2010,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 100,1,0.1385,154.4043321,75.37906137,229.7833935,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 100,1,0.1976,51.97368421,1.518218623,53.49190283,NA
2010,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 150,1,0.1385,218.0505415,201.0469314,419.0974729,NA
2010,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 200,1,0.1385,165.9205776,52.49097473,218.4115523,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 200,1,0.1976,131.8825911,31.55364372,163.4362348,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 300,1,0.1976,100.8856275,104.0738866,204.9595142,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,255 - 400,1,0.1976,172.6467611,55.08603239,227.7327935,NA
2010,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,255 - 50,1,0.1385,90.28880866,38.33935018,128.6281588,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 100,1,0.1297,183.538936,59.36777178,242.9067078,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 200,1,0.1464,120.6625683,54.26912568,174.931694,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 300,1,0.1976,166.5738866,167.9149798,334.4888664,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,270 - 400,1,0.1976,131.6295547,73.53238866,205.1619433,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 100,1,0.1976,143.1427126,48.07692308,191.2196356,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 200,1,0.1464,149.5560109,188.8319672,338.3879781,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 300,1,0.1976,124.2408907,29.4534413,153.694332,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,285 - 400,1,0.1976,185.2226721,48.86133603,234.0840081,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 100,1,0.1297,136.7771781,25.40478026,162.1819584,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 200,1,0.1976,130.5161943,113.4362348,243.9524291,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 300,1,0.1976,137.3987854,18.42105263,155.8198381,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,300 - 400,1,0.1976,152.6062753,56.55364372,209.159919,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 100,1,0.1464,162.636612,29.81557377,192.4521858,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 200,1,0.1297,159.7532768,18.73554356,178.4888204,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 300,1,0.1297,237.2397841,207.0161912,444.2559753,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,315 - 400,1,0.1976,167.0040486,3.694331984,170.6983806,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 100,1,0.1297,71.39552814,NA,NA,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 200,1,0.1976,168.9271255,16.80161943,185.7287449,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 300,1,0.1297,323.4772552,79.02852737,402.5057826,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,330 - 400,1,0.1976,165.2327935,7.717611336,172.9504049,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,345 - 100,1,0.1297,233.538936,183.07633,416.615266,NA
2010,hf151,nicoll,lph,hardwood,113.0973355,42.54,-72.1825,obs,NA,NA,PH,LPH,345 - 200,1,0.1976,103.1123482,23.55769231,126.6700405,NA
2011,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 100,1,0.1385,178.1588448,132.2382671,310.3971119,NA
2011,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 150,1,0.1385,197.9061372,125.7039711,323.6101083,NA
2011,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 200,1,0.1385,146.967509,58.95306859,205.9205776,NA
2011,hf151,nicoll,hk,conifer,113.0973355,42.54,-72.1825,obs,NA,NA,PH,HK,195 - 50,1,0.1385,193.1046931,71.11913357,264.2238267,NA
